IncidentID,IncidentDate,State,CityOrCounty,Address,Killed,Injured,Operations
1290256,"December 31, 2018",Texas,"Fort Worth","2900 Renaissance Dr",0,1,N/A
1289282,"December 31, 2018",Missouri,Springfield,"500 block of S New Ave",0,0,N/A
1292746,"December 31, 2018",Ohio,Cleveland,"W St Clair Ave and W 9th St",0,1,N/A
1290238,"December 31, 2018",Kentucky,Hopkinsville,"101 Talbert Dr",0,1,N/A
1289274,"December 31, 2018","New York",Nyack,"108 Main St",0,0,N/A
1290226,"December 31, 2018",Louisiana,"New Orleans","4700 block of Piety St",0,1,N/A
1290221,"December 31, 2018",Oklahoma,Tulsa,N/A,0,0,N/A
1292736,"December 31, 2018","South Carolina",Burton,"Milledge Village Rd",0,0,N/A
1289359,"December 31, 2018",Pennsylvania,Philadelphia,"4200 block of N Broad St",0,0,N/A
1289354,"December 31, 2018",Connecticut,Hartford,"942 Main St",0,2,N/A
1291538,"December 31, 2018",Pennsylvania,Douglassville,"2300 block of E Main St",0,0,N/A
1290183,"December 31, 2018","West Virginia",Charleston,N/A,0,0,N/A
1290186,"December 31, 2018","New York",Buffalo,"Cambridge Ave",0,1,N/A
1291341,"December 31, 2018",Michigan,"Benton Harbor","2086 Colfax Ave",1,0,N/A
1290159,"December 31, 2018",Louisiana,"New Iberia","Ann St and 20 Arpent Rd",0,1,N/A
1289238,"December 31, 2018",Florida,"Miami Gardens","4400 block of NW 200th St",0,1,N/A
1290523,"December 31, 2018",Colorado,Denver,"2900 N Downing St",0,1,N/A
1290134,"December 31, 2018",Missouri,"Saint Joseph",N/A,0,1,N/A
1290813,"December 31, 2018",Virginia,Richmond,"3600 Kings Point Ct",2,0,N/A
1291724,"December 31, 2018",Florida,"Fort Pierce","100 block of N 29th St",0,0,N/A
1290119,"December 31, 2018",Arkansas,"Pulaski (county)",N/A,0,0,N/A
1290117,"December 31, 2018",Arkansas,"Pulaski (county)",N/A,0,0,N/A
1290112,"December 31, 2018",California,Fresno,"3300 block of Belmont Ave",0,0,N/A
1290094,"December 31, 2018",Texas,Tyler,"10672 County Road 383",1,1,N/A
1290091,"December 31, 2018",California,Paradise,"400 block of Apple Ln",0,0,N/A
1289407,"December 31, 2018",California,Norwalk,"14300 block of Carmenita Rd",1,0,N/A
1290799,"December 31, 2018",Georgia,Atlanta,"1479 Bouldercrest Rd",1,0,N/A
1289198,"December 31, 2018",Ohio,Cincinnati,"Hewitt Ave and Trimble Ave",0,1,N/A
1290074,"December 31, 2018",California,Bakersfield,"1100 block of Niles St",0,0,N/A
1290072,"December 31, 2018",California,Bakersfield,"1200 block of 3rd St",0,0,N/A
1291048,"December 31, 2018",Indiana,Evansville,"W Washington and SE 2nd St",0,0,N/A
1290063,"December 31, 2018",California,Bakersfield,"1200 block of Monterey St",0,0,N/A
1288818,"December 31, 2018",Kentucky,Louisville,"2200 block of Mary Catherine Dr",0,1,N/A
1289335,"December 31, 2018",Louisiana,"New Orleans","2500 block of Gravier St",1,0,N/A
1303566,"December 31, 2018",Missouri,"Kansas City","2640 Prospect Ave",0,0,N/A
1291689,"December 31, 2018",Florida,Naples,"100 block of 14th St NW",0,0,N/A
1289163,"December 31, 2018",Alabama,"Muscle Shoals","100 block of Industrial Dr",0,0,N/A
1289162,"December 31, 2018",Alabama,"Muscle Shoals","1000 block of Harding Ave",0,0,N/A
1290285,"December 31, 2018",Texas,Houston,"12101 Fondren Rd",1,0,N/A
1292526,"December 31, 2018",Texas,Odessa,N/A,0,0,N/A
1291013,"December 31, 2018",Ohio,Toledo,"900 block of Bassett St",0,0,N/A
1289307,"December 31, 2018",Massachusetts,Fitchburg,"81 Summit St",0,0,N/A
1291007,"December 31, 2018",California,"La Verne","1800 block of 1st St",0,0,N/A
1303867,"December 31, 2018",Mississippi,Vicksburg,"2828 Ken Karl Ave",0,1,N/A
1290982,"December 31, 2018",Ohio,Circleville,"Fairview Blvd",0,0,N/A
1290497,"December 31, 2018",Missouri,"Saint Louis","1400 block of Kingsland Ave",1,0,N/A
1303872,"December 31, 2018","South Carolina","North Charleston","7335 Stall Rd",1,0,N/A
1290515,"December 31, 2018",Colorado,"Colorado Springs","8200 Broughton Ct",1,0,N/A
1289098,"December 31, 2018",California,"Los Angeles","7100 block of Kansas Ave",1,0,N/A
1289412,"December 31, 2018",Washington,Seattle,"9600 block of Aurora Avenue North",1,0,N/A
1289458,"December 31, 2018","New Hampshire",Portsmouth,"697 Islington St",0,0,N/A
1289437,"December 31, 2018",Texas,Dallas,"2728 N Buckner Blvd",1,0,N/A
1290436,"December 31, 2018",Nebraska,Omaha,"2514 Bristol St",0,0,N/A
1291281,"December 31, 2018",Florida,"Fort Myers","3647 Minnesota Dr",0,0,N/A
1290439,"December 31, 2018",Nebraska,Omaha,N/A,0,0,N/A
1289414,"December 31, 2018",California,Oakland,"6000 block of MacArthur Blvd",1,0,N/A
1289312,"December 31, 2018",Missouri,"Kansas City","4000 block of Troost Ave",0,2,N/A
1289091,"December 31, 2018",California,Wilmington,"E St and Eubank Ave",0,1,N/A
1290099,"December 31, 2018",Arkansas,Fayetteville,"1101 S Curtis Ave",0,1,N/A
1290880,"December 31, 2018",Alabama,Gadsden,"700 block of E Broad St",0,1,N/A
1289200,"December 31, 2018",Indiana,"Fort Wayne","9200 block of Springbreeze Ct",0,1,N/A
1289294,"December 31, 2018",Indiana,"Fort Wayne","E Williams St and Lafayette St",1,0,N/A
1289271,"December 31, 2018",Georgia,Lawrenceville,"1874 Riverlanding Cir",2,0,N/A
1289721,"December 31, 2018",Ohio,Columbus,"1371 Cleveland Ave",0,1,N/A
1292429,"December 31, 2018",Florida,"Fruitland Park","US 27",0,0,N/A
1289441,"December 31, 2018",California,Wilmington,"325 N Neptune Ave",0,1,N/A
1289015,"December 31, 2018",Oklahoma,"Oklahoma City","2116 SW 59th St",0,0,N/A
1289543,"December 31, 2018",Wisconsin,Milwaukee,"W Mitchell St and S 1st St",1,0,N/A
1294338,"December 31, 2018","North Carolina","Rocky Mount","600 block of Woodland Ave",0,1,N/A
1300872,"December 31, 2018",Wisconsin,Milwaukee,"W Mitchell St and S 23rd St",0,0,N/A
1289653,"December 31, 2018",Illinois,"Elk Grove Village","Smethwick Ln and Brantwood Ave",0,1,N/A
1288974,"December 31, 2018","North Carolina",Burlington,"700 block of Elizabeth St",0,0,N/A
1290823,"December 31, 2018",Georgia,Thomasville,"110 Lucy St",0,0,N/A
1289246,"December 31, 2018",Missouri,"Saint Louis","Shepley Dr",0,2,N/A
1291099,"December 31, 2018",Missouri,Eldon,"Sandstone Rd",0,1,N/A
1288925,"December 31, 2018","South Carolina",Columbia,"300 block of McRae St",1,0,N/A
1289903,"December 31, 2018",Indiana,Indianapolis,"300 block of S Temple Dr",0,1,N/A
1289352,"December 31, 2018",Mississippi,Natchez,"State Park Rd",0,0,N/A
1290782,"December 31, 2018",Kentucky,Gray,"Emanuel Hollow Rd",0,0,N/A
1290143,"December 31, 2018",Nebraska,"Elba (Cotesfield)","Dannevirke Rd and Page Rd",0,1,N/A
1290065,"December 31, 2018",Michigan,"Benton Harbor","2000 block of Colfax Ave",1,0,N/A
1289155,"December 31, 2018",Indiana,Indianapolis,"Hiatt St and Miller St",1,0,N/A
1288841,"December 31, 2018",Tennessee,Greeneville,"805 Willis Dr",0,0,N/A
1289686,"December 31, 2018",Ohio,Cleveland,"4462 Denison Ave",3,2,N/A
1289025,"December 31, 2018","North Carolina","Winston Salem (Winston-salem)","Parkview Ct",1,0,N/A
1288870,"December 31, 2018",Georgia,Atlanta,"176 Fairburn Rd",0,1,N/A
1289339,"December 31, 2018",Louisiana,"Denham Springs","Lotts Ln",1,0,N/A
1289845,"December 31, 2018",Ohio,Cleveland,"Kinsman Rd and Grand Ave",0,1,N/A
1292774,"December 31, 2018","New York",Nyack,N/A,0,0,N/A
1288993,"December 31, 2018","North Carolina",Raleigh,"7100 block of Plumleaf Rd",0,2,N/A
1288752,"December 31, 2018",Ohio,Cincinnati,"3627 McHenry Ave",1,0,N/A
1292257,"December 31, 2018",Ohio,Ravenna,"2400 block of Hazelnut Dr",1,0,N/A
1290732,"December 31, 2018",Ohio,Cleveland,"W 46th St and Storer Ave",0,0,N/A
1289663,"December 31, 2018","New Jersey",Pleasantville,"N New Rd and W Adams Ave",0,1,N/A
1346595,"December 31, 2018",Pennsylvania,Indiana,"500 block of Philadelphia St",0,0,N/A
1290712,"December 31, 2018",Pennsylvania,Pittsburgh,"Mellon St and Hayes St",0,0,N/A
1290923,"December 31, 2018",Mississippi,Flowood,"I-20 and I-55",0,2,N/A
1289240,"December 31, 2018",Florida,Tampa,"13400 block of N Nebraska Ave",1,0,N/A
1291475,"December 31, 2018","New Jersey",Paterson,"111 Pearl St",0,0,N/A
1291649,"December 31, 2018",Florida,Palatka,"2500 block of Campbell St",1,0,N/A
1291465,"December 31, 2018","New Jersey",Vineland,"4039 S Main Rd",0,0,N/A
1291463,"December 31, 2018","New Jersey",Vineland,"Grape St and 6th St",0,1,N/A
1291459,"December 31, 2018","New Jersey",Vineland,"7th St and Almond St",0,1,N/A
1290216,"December 31, 2018","New Jersey","Atlantic City","3001 Pacific Ave",0,1,N/A
1291451,"December 31, 2018","New Jersey",Willingboro,"Peachfield Ln",0,0,N/A
1288698,"December 31, 2018","New Jersey",Elizabeth,"531 5th St",0,0,N/A
1288694,"December 31, 2018","New Jersey",Newark,"80 block of Davenport Ave",0,1,N/A
1292286,"December 31, 2018",Maryland,Baltimore,"Boston St",0,0,N/A
1290636,"December 31, 2018",Florida,"Saint Petersburg",N/A,0,0,N/A
1290374,"December 31, 2018",Iowa,Dayton,"IA 175 and Oak Ave",1,0,N/A
1289669,"December 31, 2018",Illinois,Chicago,"5400 block of W Gladys Ave",0,2,N/A
1289659,"December 31, 2018",Illinois,Chicago,"2900 block of W Cortland St",0,2,N/A
1289635,"December 31, 2018",Illinois,Chicago,"300 block of E 53rd St",1,0,N/A
1288629,"December 31, 2018",Illinois,Chicago,"242 W Garfield Blvd",0,2,N/A
1289651,"December 31, 2018",Maryland,"Cumberland (Lavale)",N/A,0,0,N/A
1289648,"December 31, 2018",Illinois,Chicago,"12200 block of S Normal Ave",0,1,N/A
1288618,"December 31, 2018",Illinois,Chicago,"7500 block of S Wolcott Ave",0,1,N/A
1289642,"December 31, 2018",Illinois,Chicago,"200 block of W 95th St",1,0,N/A
1288612,"December 31, 2018",Illinois,Chicago,"12200 block of S State St",0,1,N/A
1289164,"December 31, 2018",California,"San Bernardino","W 16th St and Genevieve St",0,1,N/A
1289584,"December 31, 2018",Maryland,Baltimore,N/A,0,1,N/A
1289581,"December 31, 2018",Maryland,Baltimore,"1300 block of Harford Rd",0,2,N/A
1289573,"December 31, 2018",Maryland,Baltimore,"2800 block of Spring Hill Ave",0,1,N/A
1288657,"December 31, 2018",Maryland,Baltimore,"50 block of W 20th St",1,0,N/A
1289562,"December 31, 2018",Florida,"Lake Worth","S D St",0,0,N/A
1289560,"December 31, 2018",Florida,"Delray Beach","400 block of SW Sixth Ave",0,0,N/A
1289558,"December 31, 2018",Florida,"Delray Beach","500 block of Auburn Cir W",0,0,N/A
1289557,"December 31, 2018",Florida,"Boynton Beach","2300 block of N Federal Hwy",0,0,N/A
1289554,"December 31, 2018",Florida,"Royal Palm Beach","1000 Block of Palm Beach Trace Dr",0,1,N/A
1289569,"December 31, 2018",Maryland,Baltimore,"4500 block of Green Rose Ln",1,0,N/A
1289575,"December 31, 2018",Maryland,Baltimore,"700 block of Whitmore Ave",0,2,N/A
1291269,"December 31, 2018",Michigan,"Battle Creek","250 Graves Ave",1,0,N/A
1289243,"December 31, 2018",Michigan,Jackson,"300 block of Mitchell St",1,0,N/A
1289435,"December 31, 2018",Michigan,"Grand Rapids","1500 block of Eastern Avenue SE",0,1,N/A
1289525,"December 31, 2018",Michigan,Detroit,"4600 block of Bedford",0,1,N/A
1293717,"December 31, 2018",California,Hanford,"9th Ave and Hanford Armona Rd",1,0,N/A
1289497,"December 31, 2018",Texas,"Fort Worth","Tierney Rd",0,1,N/A
1290028,"December 31, 2018",Texas,"Fort Worth","3220 S Jones St",1,0,N/A
1290535,"December 31, 2018",Wisconsin,Oshkosh,"Pratt Trail",0,0,N/A
1290506,"December 31, 2018",Texas,Abilene,"2400 block of Glendale Dr",0,0,N/A
1289545,"December 31, 2018",Wisconsin,Milwaukee,"4000 block of W Good Hope Rd",1,0,N/A
1289235,"December 31, 2018",Alabama,Huntsville,"3208 Long Ave SW",0,1,N/A
1292121,"December 31, 2018",Wisconsin,Racine,"6th St and Memorial Dr",0,1,N/A
1295150,"December 31, 2018",Mississippi,Clarksdale,"Lincoln St and 6th St",0,0,N/A
1289461,"December 31, 2018",Massachusetts,Boston,"1439 Dorchester Ave",0,1,N/A
1289384,"December 31, 2018",Arizona,Phoenix,"1300 block of N 43rd Ave",0,1,N/A
1290354,"December 31, 2018",California,Oakland,"8600 block of International Blvd",1,0,N/A
1294393,"December 31, 2018",Arkansas,"Springdale (Bethel Heights)","5325 N Oak St",1,0,N/A
1290469,"December 31, 2018",Tennessee,"Johnson City","407 Hamilton St",0,0,N/A
1292042,"December 31, 2018",Georgia,"Cave Spring","Blacks Bluff Rd",0,0,N/A
1292017,"December 31, 2018",Mississippi,Oxford,"N 6th St",0,0,N/A
1291271,"December 30, 2018",Montana,"Sun Prairie",N/A,0,0,N/A
1288366,"December 30, 2018",Texas,Seguin,"2400 block of W Kingsbury St",0,0,N/A
1289346,"December 30, 2018","New York",Lagrangeville,"State Rte 55",0,0,N/A
1288491,"December 30, 2018",Tennessee,Morristown,"Harrison St",0,1,N/A
1289941,"December 30, 2018",Missouri,Sikeston,"200 block of S Scott St",0,1,N/A
1288885,"December 30, 2018",Virginia,Arlington,"S Glebe Rd and S Arlington Ridge Rd",0,1,N/A
1289418,"December 30, 2018","New Hampshire",Claremont,"132 Chestnut St",0,0,N/A
1288358,"December 30, 2018","New York","Liverpool (Salina)","402 Old Liverpool Rd",0,0,N/A
1288458,"December 30, 2018",Missouri,"Kansas City","E 11th St and Hardesty Ave",0,0,N/A
1288921,"December 30, 2018",Vermont,Bridgewater,"VT 4",0,1,N/A
1288201,"December 30, 2018",Texas,Houston,"15491 Wallisville Rd",1,1,N/A
1288541,"December 30, 2018",Virginia,Lynchburg,"700 block of Norwood St",0,0,N/A
1288337,"December 30, 2018",Illinois,Chicago,"4100 block of W Cullerton St",0,1,N/A
1308468,"December 30, 2018","District of Columbia",Washington,"3500 block of Wheeler Rd SE",0,1,N/A
1288327,"December 30, 2018",Illinois,Chicago,"9400 block of S Eggleston Ave",0,1,N/A
1289320,"December 30, 2018",Louisiana,"New Orleans","Mandeville St and N Derbigny St",1,0,N/A
1288295,"December 30, 2018",Illinois,Chicago,"7900 block of S Vernon Ave",0,1,N/A
1289375,"December 30, 2018","Rhode Island",Providence,"Atwells Ave and Bowdoin St",0,1,N/A
1288288,"December 30, 2018",Illinois,Chicago,"1700 block of W 90th Pl",0,1,N/A
1288286,"December 30, 2018",California,Florin,"Florin Rd and Stockton Blvd",0,1,N/A
1288270,"December 30, 2018","North Carolina",Goldsboro,"Stevens Mill Rd",0,0,N/A
1305833,"December 30, 2018",Pennsylvania,Scranton,N/A,0,0,N/A
1288071,"December 30, 2018",Kentucky,Covington,"Pike St and Main St",1,0,N/A
1289480,"December 30, 2018",Nevada,"Reno (Cold Springs)","18000 block of Spruce Lake Ct",2,0,N/A
1288241,"December 30, 2018",Connecticut,Bridgeport,"211 State St",0,1,N/A
1288246,"December 30, 2018",California,Salida,"5300 block of Stonehart Ln",0,1,N/A
1288243,"December 30, 2018",Connecticut,Bridgeport,"Gregory St",0,0,N/A
1289324,"December 30, 2018",Louisiana,"New Orleans","2300 block of Annette St",0,1,N/A
1288560,"December 30, 2018","West Virginia",Huntington,"1800 block of Doulton Ave",0,1,N/A
1289337,"December 30, 2018",Massachusetts,Springfield,N/A,0,0,N/A
1288709,"December 30, 2018",Pennsylvania,Philadelphia,"1900 block of N Croskey St",0,1,N/A
1288704,"December 30, 2018",Pennsylvania,Philadelphia,"617 W Erie Ave",0,3,N/A
1288507,"December 30, 2018",Pennsylvania,Philadelphia,"5300 block of Wissahickon Ave",0,2,N/A
1288441,"December 30, 2018",Texas,Killeen,"4800 Westcliff Rd",0,0,N/A
1288222,"December 30, 2018","South Carolina",Lexington,"200 Block of Whiteford Way",0,1,N/A
1288224,"December 30, 2018","North Carolina",Randleman,"1029 High Point St",0,1,N/A
1293382,"December 30, 2018",Illinois,Kankakee,"700 block of N 5th Ave",0,0,N/A
1288952,"December 30, 2018","North Carolina",Charlotte,"7600 block of Gwynne Hill Rd",1,0,N/A
1289568,"December 30, 2018",Iowa,Davenport,"1700 block of E 13th St",0,0,N/A
1289276,"December 30, 2018",Missouri,Springfield,"W Mount Vernon St and S Golden Ave",0,1,N/A
1288213,"December 30, 2018","District of Columbia",Washington,"3200 block of  8th St SE",0,0,N/A
1289269,"December 30, 2018",Alabama,Gadsden,"500 block of Padenreich Ave",0,0,N/A
1289262,"December 30, 2018","North Carolina",Gastonia,"Carpenter St",0,2,N/A
1289265,"December 30, 2018",Missouri,"Saint Louis","10400 block of Baron Dr",1,0,N/A
1291763,"December 30, 2018",Pennsylvania,Philadelphia,"1363 E Lycoming St",0,1,N/A
1289255,"December 30, 2018","North Carolina",Durham,"2500 block of S Roxboro St",0,2,N/A
1290174,"December 30, 2018",Massachusetts,Pittsfield,"Franco Terrace",0,1,N/A
1288513,"December 30, 2018",Tennessee,Nashville,"1600 block of 25th Ave N",1,0,N/A
1289285,"December 30, 2018",Missouri,"Kansas City","7500 block of Oakland Ave",1,0,N/A
1288497,"December 30, 2018",Texas,Dallas,"1207 E Red Bird Ln",1,0,N/A
1288545,"December 30, 2018",Virginia,Hampton,"900 block of Ridgeway Ave",1,0,N/A
1288595,"December 30, 2018",Delaware,Wilmington,"500 block of W 11th St",0,0,N/A
1288194,"December 30, 2018",Georgia,Atlanta,"1100 block of Joseph E Boone Blvd",0,1,N/A
1288549,"December 30, 2018",Virginia,Richmond,"3400 block of Maury St",1,0,N/A
1288918,"December 30, 2018",California,Madera,"20000 block of Avenue 6",0,1,N/A
1288527,"December 30, 2018",Virginia,"Virginia Beach","1000 block of Coach Cir",2,1,N/A
1288174,"December 30, 2018",Arkansas,Marion,"6934 I-55",0,1,N/A
1289203,"December 30, 2018",Mississippi,Marion,"5938 Dale Dr",1,2,N/A
1288890,"December 30, 2018",Illinois,Ofallon,"1713 W Hwy 50",1,0,N/A
1289191,"December 30, 2018",Mississippi,Jackson,"4414 Medgar Evers Blvd",0,0,N/A
1288119,"December 30, 2018",Mississippi,Meridian,"117 Russell Dr",0,2,N/A
1292579,"December 30, 2018",Arkansas,"Hot Springs National Park (Hot Springs)","200 E Grand Ave",0,0,N/A
1289344,"December 30, 2018","New York",Buffalo,"163 Kerns Ave",0,1,N/A
1289176,"December 30, 2018",Oklahoma,"Oklahoma City","E Madison St",0,1,N/A
1288769,"December 30, 2018",Florida,Gainesville,"3400 block of NW 38th St",0,0,N/A
1288802,"December 30, 2018",Florida,"Panama City","3706 W 22nd Plaza",1,0,N/A
1289166,"December 30, 2018",Arkansas,"North Little Rock","7624 US-70",0,0,N/A
1288867,"December 30, 2018",Georgia,"Stone Mountain","Mackin St",1,0,N/A
1289138,"December 30, 2018",California,Fresno,"4630 E Shields Ave",0,0,N/A
1288162,"December 30, 2018",Iowa,"Cedar Rapids","600 14th St SE",0,0,N/A
1288273,"December 30, 2018",Texas,Llano,"600 Bessemer Ave",1,0,N/A
1289131,"December 30, 2018",California,Salinas,N/A,0,0,N/A
1288142,"December 30, 2018",California,Sacramento,"7th St and K St",2,2,N/A
1290985,"December 30, 2018","South Carolina",Greenwood,"700 block of Florida Ave",0,0,N/A
1290988,"December 30, 2018","South Carolina",Greenwood,"100 block of Oakview Ct",0,0,N/A
1288847,"December 30, 2018",Illinois,Rockford,"1100 block of Green St",1,0,N/A
1288147,"December 30, 2018",Florida,Miami,"800 block of W Flagler St",0,1,N/A
1288140,"December 30, 2018",Florida,Ocala,"22 NW 34th Ave",0,1,N/A
1288133,"December 30, 2018",Florida,Orlando,"200 Agnes Ct",0,1,N/A
1290929,"December 30, 2018","South Carolina","North Charleston",N/A,0,1,N/A
1297602,"December 30, 2018",Florida,"Vero Beach","8400 block of 104th Ave",0,0,N/A
1289113,"December 30, 2018",California,Compton,"2000 block of N Parmelee Ave",1,1,N/A
1288106,"December 30, 2018",Florida,Jacksonville,"8400 Rockridge Dr",0,1,N/A
1291045,"December 30, 2018",Kentucky,Crofton,"S Madisonville St",0,0,N/A
1288102,"December 30, 2018",Florida,"Fort Walton Beach","Oak St",0,0,N/A
1289019,"December 30, 2018",Pennsylvania,Allentown,"Ridge Ave and Chew St",0,0,N/A
1288100,"December 30, 2018",Florida,Century,"20 Co Rd 4",0,0,N/A
1289010,"December 30, 2018",Illinois,Rockford,"1230 Auburn Ct",0,0,N/A
1289003,"December 30, 2018",Pennsylvania,Erie,"E Lake Rd and Payne Ave",0,0,N/A
1288216,"December 30, 2018",Pennsylvania,York,"W Market St and Belvidere Ave",0,2,N/A
1288992,"December 30, 2018","North Carolina",Raleigh,"3700 Wake Forest Rd",0,0,N/A
1288983,"December 30, 2018",Florida,Naples,"2900 block of Eighth Ave SE",0,1,N/A
1288978,"December 30, 2018",Nebraska,Lincoln,"Fairfax Ave and N 67th St",0,0,N/A
1288964,"December 30, 2018",Kansas,Topeka,"3846 SW Topeka Blvd",0,1,N/A
1288950,"December 30, 2018",Illinois,Canton,"331 1/2 W. Locust St",0,1,N/A
1288957,"December 30, 2018",Massachusetts,Southwick,"Congamond Rd",0,1,N/A
1288416,"December 30, 2018",Ohio,Miamisburg,"119 N 1st St",1,1,N/A
1288873,"December 30, 2018",Georgia,Newnan,"76 Savannah St",1,0,N/A
1288411,"December 30, 2018",Pennsylvania,"Wilkes Barre","1266 Sans Souci Pkwy",0,2,N/A
1288935,"December 30, 2018","South Carolina",Spartanburg,"Arch St",0,0,N/A
1288543,"December 30, 2018",Virginia,Norfolk,"600 block of Tidewater Dr",0,1,N/A
1288536,"December 30, 2018",Virginia,Roanoke,"2607 Cove Rd",0,1,N/A
1291996,"December 30, 2018",Michigan,"Black River","Black River Rd",0,0,N/A
1288209,"December 30, 2018",Georgia,Baxley,"53 Heritage St",1,1,N/A
1299646,"December 30, 2018",California,Nipomo,"800 block of Tannis Place",1,0,N/A
1288833,"December 30, 2018",Ohio,Youngstown,"720 Williamson Ave",1,2,N/A
1308114,"December 30, 2018","North Carolina","Rocky Mount","3400 block of Sunset Ave",0,0,N/A
1288875,"December 30, 2018","New Jersey","Atlantic City","Brighton Ave and Atlantic Ave",0,0,N/A
1292307,"December 30, 2018",Maryland,Kennedyville,"MD-213 and MD-444",0,0,N/A
1288190,"December 30, 2018","New Jersey",Paterson,"Curtis Pl and Van Houten St",0,0,N/A
1288940,"December 30, 2018","North Carolina",Shannon,"Russell Rd",0,1,N/A
1292840,"December 30, 2018","North Carolina",Winterville,"3900 block of Sterling Pointe Dr",0,0,N/A
1288828,"December 30, 2018",Florida,Tallahassee,"Blairstone Rd and Centerville Rd",0,0,N/A
1288810,"December 30, 2018",Kentucky,Owensboro,"500 block of Elm St",0,0,N/A
1288615,"December 30, 2018",Illinois,"Round Lake (Round Lake Beach)","1400 block of Elm Ave",0,1,N/A
1290739,"December 30, 2018",Ohio,Cleveland,"Woodland Ave and E 110th St",0,1,N/A
1288051,"December 30, 2018",Utah,"Saint George","600 South Main",0,0,N/A
1409402,"December 30, 2018",Pennsylvania,Fairview,"4 Chestnut St",0,0,N/A
1288808,"December 30, 2018",Florida,Orlando,"3200 block of Eccleston St",0,1,N/A
1288906,"December 30, 2018",Pennsylvania,Easton,"900 block of Hoyt St",0,1,N/A
1288777,"December 30, 2018",Ohio,"Maple Heights","Turney Rd and Dunham Rd",0,1,N/A
1288783,"December 30, 2018",Florida,Miami,"NW 15th Ave and 70th St",0,2,N/A
1288126,"December 30, 2018",Florida,Orlando,"7000 Block of Udine St",0,4,N/A
1288075,"December 30, 2018",Ohio,Cincinnati,"Paddock Rd and Tennesee Ave",0,2,N/A
1288759,"December 30, 2018",Ohio,Cincinnati,"Vendome Pl and Tompkins Ave",0,1,N/A
1288757,"December 30, 2018",Florida,Jacksonville,"8400 block of Vining St",0,1,N/A
1288603,"December 30, 2018",Maryland,Baltimore,"500 block of Dolphin St",0,1,N/A
1288830,"December 30, 2018",Ohio,Youngstown,"3200 Market St",1,1,N/A
1288731,"December 30, 2018",Florida,"Marco Island","N Copeland Dr",0,0,N/A
1288728,"December 30, 2018",Florida,"Fort Myers","2158 Colonial Blvd",0,0,N/A
1288726,"December 30, 2018",Pennsylvania,Pittsburgh,"6400 block of Dean St",0,0,N/A
